frame,action,room,x,y,lives,level,items,orb_count_or_score_lo,dx,dy,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119,r120,r121,r122,r123,r124,r125,r126,r127
47,5,1,76,192,5,0,0,210,0,0,115,0,4,1,0,200,53,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,76,192,14,254,240,46,0,4,4,0,40,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
48,5,1,75,192,5,0,0,210,-1,0,116,0,4,1,0,155,94,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,75,192,14,254,240,45,0,4,4,0,40,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
49,5,1,75,192,5,0,0,210,0,0,117,0,4,1,0,98,227,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,75,192,14,254,240,45,0,4,4,0,40,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
50,5,1,74,192,5,0,0,210,-1,0,118,0,4,1,0,234,37,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,74,192,14,254,240,45,0,4,4,0,40,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
51,5,1,74,192,5,0,0,210,0,0,119,0,4,1,0,125,110,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,74,192,14,254,240,45,0,4,4,0,40,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
52,5,1,73,192,5,0,0,210,-1,0,120,0,4,1,0,192,178,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,73,192,14,254,240,44,0,4,4,0,40,8,0,0,0,0,5,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
53,5,1,73,192,5,0,0,210,0,0,121,0,4,1,0,132,215,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,73,192,14,254,240,44,0,4,4,0,40,8,0,0,0,0,5,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
54,5,1,72,192,5,0,0,210,-1,0,122,0,4,1,0,72,120,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,72,192,14,254,240,44,0,4,4,0,40,8,0,0,0,0,5,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
55,5,1,72,192,5,0,0,210,0,0,123,0,4,1,0,27,136,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,72,192,14,254,240,44,0,4,4,0,40,8,0,0,0,0,5,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
56,5,1,71,192,5,0,0,210,-1,0,124,0,4,1,0,225,152,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,71,192,14,254,240,43,0,4,4,0,40,8,0,0,0,0,5,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
57,5,1,71,192,5,0,0,210,0,0,125,0,4,1,0,103,169,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,71,192,14,254,240,43,0,4,4,0,40,8,0,0,0,0,5,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
58,5,1,70,192,5,0,0,210,-1,0,126,0,4,1,0,245,251,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,70,192,14,254,240,43,0,4,4,0,40,8,0,0,0,0,5,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
59,5,1,70,192,5,0,0,210,0,0,127,0,4,1,0,91,12,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,70,192,14,254,240,43,0,4,4,0,40,8,0,0,0,0,5,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,223,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
60,0,1,69,192,5,0,0,210,-1,0,128,0,4,1,0,34,20,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,23,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,69,192,14,254,240,42,0,4,4,0,40,8,0,0,0,0,5,255,0,8,0,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,36,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
61,0,1,69,192,5,0,0,210,0,0,129,0,4,1,0,37,60,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,23,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,69,192,14,254,240,42,0,4,4,0,40,8,0,0,0,0,5,255,0,8,0,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,35,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
62,0,1,68,192,5,0,0,210,-1,0,130,0,4,1,0,40,68,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,23,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,68,192,14,254,240,42,0,4,4,0,40,8,0,0,0,0,5,255,0,8,0,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,34,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
63,0,1,68,192,5,0,0,210,0,0,131,0,4,1,0,59,204,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,23,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,68,192,14,254,240,42,0,4,4,0,40,8,0,0,0,0,5,255,0,8,0,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,33,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
64,0,1,67,192,5,0,0,210,-1,0,132,0,4,1,0,1,84,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,23,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,67,192,14,254,240,41,0,4,4,0,40,8,0,0,0,0,5,255,0,8,0,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,32,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
65,0,1,67,192,5,0,0,210,0,0,133,0,4,1,0,196,252,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,23,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,67,192,14,254,240,41,0,4,4,0,40,8,0,0,0,0,5,255,0,8,0,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,31,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
66,0,1,66,192,5,0,0,210,-1,0,134,0,4,1,0,136,5,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,23,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,66,192,14,254,240,41,0,4,4,0,40,8,0,0,0,0,5,255,0,8,0,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,30,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
67,0,1,66,192,5,0,0,210,0,0,135,0,4,1,0,91,14,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,23,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,66,192,14,254,240,41,0,4,4,0,40,8,0,0,0,0,5,255,0,8,0,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,29,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
68,0,1,65,192,5,0,0,210,-1,0,136,0,4,1,0,34,18,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,232,209,117,253,3,211,93,253,65,192,14,254,240,40,0,4,4,0,40,8,0,0,0,0,5,255,0,8,1,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,28,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
69,0,1,65,192,5,0,0,210,0,0,137,0,4,1,0,37,54,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,232,209,117,253,3,211,93,253,65,192,14,254,240,40,0,4,4,0,40,8,0,0,0,0,5,255,0,8,1,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,27,0,0,255,0,0,1,19,0,0,2,1,12,2,185,210,0,0,0,255,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
70,2,1,64,192,5,0,0,210,-1,0,138,0,4,1,0,40,90,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,232,209,117,253,3,211,93,253,64,192,14,254,240,40,0,4,4,0,40,8,0,0,0,0,5,255,0,8,1,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,26,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
71,2,1,64,192,5,0,0,210,0,0,139,0,4,1,0,59,238,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,232,209,117,253,3,211,93,253,64,192,14,254,240,40,0,4,4,0,40,8,0,0,0,0,5,255,0,8,1,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,25,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
72,2,1,63,192,5,0,0,210,-1,0,140,0,4,1,0,1,50,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,232,209,117,253,3,211,93,253,63,192,14,254,240,39,0,4,4,0,40,8,0,0,0,0,5,255,0,8,1,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,24,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
73,2,1,63,192,5,0,0,210,0,0,141,0,4,1,0,196,86,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,232,209,117,253,3,211,93,253,63,192,14,254,240,39,0,4,4,0,40,8,0,0,0,0,5,255,0,8,1,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,23,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
74,2,1,62,192,5,0,0,210,-1,0,142,0,4,1,0,143,251,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,232,209,117,253,3,211,93,253,62,192,14,254,240,39,0,4,4,0,40,8,0,0,0,0,5,255,0,8,1,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,22,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
75,2,1,62,192,5,0,0,210,0,0,143,0,4,1,0,109,12,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,232,209,117,253,3,211,93,253,62,192,14,254,240,39,0,4,4,0,40,8,0,0,0,0,5,255,0,8,1,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,21,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
76,2,1,61,192,5,0,0,210,-1,0,144,0,4,1,0,240,20,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,232,209,117,253,2,211,152,253,61,192,14,254,240,38,0,4,4,0,40,8,0,0,0,0,5,255,0,8,2,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,20,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
77,2,1,61,192,5,0,0,210,0,0,145,0,4,1,0,83,61,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,232,209,117,253,2,211,152,253,61,192,14,254,240,38,0,4,4,0,40,8,0,0,0,0,5,255,0,8,2,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,19,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
78,2,1,60,192,5,0,0,210,-1,0,146,0,4,1,0,58,71,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,232,209,117,253,2,211,152,253,60,192,14,254,240,38,0,4,4,0,40,8,0,0,0,0,5,255,0,8,2,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,18,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
79,2,1,60,192,5,0,0,210,0,0,147,0,4,1,0,13,201,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,232,209,117,253,2,211,152,253,60,192,14,254,240,38,0,4,4,0,40,8,0,0,0,0,5,255,0,8,2,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,17,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
80,2,1,59,192,5,0,0,210,-1,0,148,0,4,1,0,211,91,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,232,209,117,253,2,211,152,253,59,192,14,254,240,37,0,4,4,0,40,8,0,0,0,0,5,255,0,8,2,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,16,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
81,2,1,59,192,5,0,0,210,0,0,149,0,4,1,0,186,236,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,232,209,117,253,2,211,152,253,59,192,14,254,240,37,0,4,4,0,40,8,0,0,0,0,5,255,0,8,2,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,15,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
82,2,1,58,192,5,0,0,210,-1,0,150,0,4,1,0,130,53,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,232,209,117,253,2,211,152,253,58,192,14,254,240,37,0,4,4,0,40,8,0,0,0,0,5,255,0,8,2,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,14,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
83,2,1,58,192,5,0,0,210,0,0,151,0,4,1,0,69,94,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,232,209,117,253,2,211,152,253,58,192,14,254,240,37,0,4,4,0,40,8,0,0,0,0,5,255,0,8,2,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,13,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
84,2,1,57,192,5,0,0,210,-1,0,152,0,4,1,0,8,226,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,0,208,21,208,232,209,117,253,1,211,93,253,57,192,14,254,240,36,0,4,4,0,40,8,0,0,0,0,5,255,0,8,3,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,12,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
85,2,1,57,192,5,0,0,210,0,0,153,0,4,1,0,220,38,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,0,208,21,208,232,209,117,253,1,211,93,253,57,192,14,254,240,36,0,4,4,0,40,8,0,0,0,0,5,255,0,8,3,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,11,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
86,2,1,56,192,5,0,0,210,-1,0,154,0,4,1,0,167,107,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,0,208,21,208,232,209,117,253,1,211,93,253,56,192,14,254,240,36,0,4,4,0,40,8,0,0,0,0,5,255,0,8,3,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,10,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,213,219
87,2,1,56,192,5,0,0,210,0,0,155,0,7,1,0,181,188,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,0,208,21,208,232,209,117,253,1,211,93,253,56,192,14,254,240,36,0,4,4,0,40,8,0,0,0,0,5,255,0,8,3,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,9,0,0,255,0,0,1,19,0,0,9,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
88,2,1,56,190,5,0,0,210,0,-2,156,0,7,1,0,154,197,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,0,208,21,208,232,209,117,253,1,211,93,253,56,190,14,254,240,35,0,4,4,0,40,8,0,0,0,0,5,255,0,8,3,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,8,0,0,255,0,1,0,19,0,0,0,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
89,2,1,56,188,5,0,0,210,0,-2,157,0,7,1,0,99,78,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,0,208,21,208,232,209,117,253,1,211,93,253,56,188,14,254,240,35,0,4,4,0,40,8,0,0,0,0,5,255,0,8,3,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,7,0,0,255,0,2,0,19,0,0,0,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
90,2,1,56,186,5,0,0,210,0,-2,158,0,7,1,0,233,210,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,0,208,21,208,232,209,117,253,1,211,93,253,56,186,14,254,240,35,0,4,4,0,40,8,0,0,0,0,5,255,0,8,3,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,6,0,0,255,0,3,0,19,0,0,0,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
91,2,1,56,184,5,0,0,210,0,-2,159,0,7,1,0,126,119,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,68,210,124,209,124,209,0,208,21,208,232,209,117,253,1,211,93,253,56,184,14,254,240,35,0,4,4,0,40,8,0,0,0,0,5,255,0,8,3,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,5,0,0,255,0,4,0,19,0,0,0,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
92,2,1,56,182,5,0,0,210,0,-2,160,0,7,1,0,190,153,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,56,182,14,254,240,34,0,4,4,0,40,8,0,0,0,0,5,255,0,8,4,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,4,0,0,255,0,5,0,19,0,0,0,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
93,2,1,56,180,5,0,0,210,0,-2,161,0,7,1,0,255,170,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,56,180,14,254,240,34,0,4,4,0,40,8,0,0,0,0,5,255,0,8,4,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,3,0,0,255,0,6,0,19,0,0,0,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
94,2,1,56,178,5,0,0,210,0,-2,162,0,7,1,0,60,255,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,0,208,21,208,232,209,117,253,4,211,152,253,56,178,14,254,240,34,0,4,4,0,40,8,0,0,0,0,5,255,0,8,4,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,2,0,0,255,0,7,0,19,0,0,0,1,12,2,185,210,0,0,0,239,0,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
