frame,action,room,x,y,lives,level,items,orb_count_or_score_lo,dx,dy,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119,r120,r121,r122,r123,r124,r125,r126,r127
47,3,1,89,203,5,0,0,210,0,-2,115,0,7,1,0,237,56,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,89,203,14,254,240,46,0,4,4,0,128,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,16,0,19,0,0,0,0,0,0,185,210,0,0,0,127,128,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
48,3,1,89,201,5,0,0,210,0,-2,116,0,7,1,0,115,73,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,89,201,14,254,240,45,0,4,4,0,128,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,17,0,19,0,0,0,0,0,0,185,210,0,0,0,127,128,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
49,3,1,89,199,5,0,0,210,0,-2,117,0,7,1,0,217,219,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,89,199,14,254,240,45,0,4,4,0,128,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,18,0,19,0,0,0,0,0,0,185,210,0,0,0,127,128,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
50,3,1,89,197,5,0,0,210,0,-2,118,0,7,1,0,174,108,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,89,197,14,254,240,45,0,4,4,0,128,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,19,0,19,0,0,0,0,0,0,185,210,0,0,0,127,128,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
51,3,1,89,195,5,0,0,210,0,-2,119,0,7,1,0,142,181,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,56,210,124,209,124,209,0,208,21,208,100,209,107,209,2,211,152,253,89,195,14,254,240,45,0,4,4,0,128,8,0,0,0,0,5,255,0,0,14,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,20,0,19,0,0,0,0,0,0,185,210,0,0,0,127,128,255,255,0,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,124,182
52,3,1,89,192,4,0,0,210,0,-3,120,0,6,1,0,111,222,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,0,208,21,208,101,209,108,209,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,0,12,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,0,19,0,0,0,0,0,0,185,210,0,2,0,127,128,255,255,0,86,90,0,0,241,15,0,0,0,0,0,0,0,0,0,0,0,46,218,116,182
53,3,1,89,192,4,0,0,210,0,0,121,0,6,1,0,205,98,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,101,209,108,209,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,12,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,0,19,11,0,0,0,0,0,185,210,0,2,0,127,128,255,255,0,87,91,0,0,241,15,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
54,3,1,89,192,4,0,0,210,0,0,122,0,6,1,0,144,167,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,101,209,108,209,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,12,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,127,128,255,255,0,88,92,0,1,241,15,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
55,3,1,89,192,4,0,0,210,0,0,123,0,6,1,0,116,232,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,101,209,108,209,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,12,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,127,128,255,255,0,88,92,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
56,3,1,89,192,4,0,0,210,0,0,124,0,6,1,0,216,56,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,101,209,108,209,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,11,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,127,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
57,3,1,89,192,4,0,0,210,0,0,125,0,6,1,0,171,73,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,101,209,108,209,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,11,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,127,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
58,3,1,89,192,4,0,0,210,0,0,126,0,6,1,0,178,218,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,101,209,108,209,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,11,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,127,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
59,3,1,89,192,4,0,0,210,0,0,127,0,6,1,0,154,111,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,101,209,108,209,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,11,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,127,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
60,0,1,89,192,4,0,0,210,0,0,128,0,6,1,0,109,176,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,10,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,36,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
61,0,1,89,192,4,0,0,210,0,0,129,0,6,1,0,243,208,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,10,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,35,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
62,0,1,89,192,4,0,0,210,0,0,130,0,6,1,0,89,113,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,10,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,34,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
63,0,1,89,192,4,0,0,210,0,0,131,0,6,1,0,44,147,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,10,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,33,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
64,0,1,89,192,4,0,0,210,0,0,132,0,6,1,0,48,181,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,9,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,32,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
65,0,1,89,192,4,0,0,210,0,0,133,0,6,1,0,20,223,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,9,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,31,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
66,0,1,89,192,4,0,0,210,0,0,134,0,6,1,0,248,97,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,9,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,30,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
67,0,1,89,192,4,0,0,210,0,0,135,0,6,1,0,75,162,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,9,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,29,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
68,0,1,89,192,4,0,0,210,0,0,136,0,6,1,0,17,230,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,3,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,8,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,28,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
69,0,1,89,192,4,0,0,210,0,0,137,0,6,1,0,247,42,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,3,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,8,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,27,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,255,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
70,4,1,89,192,4,0,0,210,0,0,138,0,6,1,0,70,127,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,3,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,8,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,26,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
71,4,1,89,192,4,0,0,210,0,0,139,0,6,1,0,9,129,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,3,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,8,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,25,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
72,4,1,89,192,4,0,0,210,0,0,140,0,6,1,0,223,131,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,3,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,7,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,24,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
73,4,1,89,192,4,0,0,210,0,0,141,0,6,1,0,93,132,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,3,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,7,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,23,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
74,4,1,89,192,4,0,0,210,0,0,142,0,6,1,0,35,140,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,3,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,7,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,22,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
75,4,1,89,192,4,0,0,210,0,0,143,0,6,1,0,41,148,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,3,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,7,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,21,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
76,4,1,89,192,4,0,0,210,0,0,144,0,6,1,0,63,188,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,2,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,6,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,20,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
77,4,1,89,192,4,0,0,210,0,0,145,0,6,1,0,125,196,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,2,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,6,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,19,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
78,4,1,89,192,4,0,0,210,0,0,146,0,6,1,0,195,76,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,2,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,6,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,18,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
79,4,1,89,192,4,0,0,210,0,0,147,0,6,1,0,138,213,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,2,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,6,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,17,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
80,4,1,89,192,4,0,0,210,0,0,148,0,6,1,0,82,126,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,2,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,5,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,16,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
81,4,1,89,192,4,0,0,210,0,0,149,0,6,1,0,53,130,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,2,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,5,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,15,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
82,4,1,89,192,4,0,0,210,0,0,150,0,6,1,0,27,134,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,2,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,5,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,14,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
83,4,1,89,192,4,0,0,210,0,0,151,0,6,1,0,225,138,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,2,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,5,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,13,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
84,4,1,89,192,4,0,0,210,0,0,152,0,6,1,0,103,159,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,4,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,12,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
85,4,1,89,192,4,0,0,210,0,0,153,0,6,1,0,245,161,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,4,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,11,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
86,4,1,89,192,4,0,0,210,0,0,154,0,6,1,0,91,226,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,4,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,10,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
87,4,1,89,192,4,0,0,210,0,0,155,0,6,1,0,33,38,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,4,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,9,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
88,4,1,89,192,4,0,0,210,0,0,156,0,6,1,0,36,106,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,3,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,8,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
89,4,1,89,192,4,0,0,210,0,0,157,0,6,1,0,47,190,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,3,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,7,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
90,4,1,89,192,4,0,0,210,0,0,158,0,6,1,0,13,194,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,3,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,6,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
91,4,1,89,192,4,0,0,210,0,0,159,0,6,1,0,211,70,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,201,208,216,208,232,209,117,253,1,211,93,253,89,192,14,254,240,44,0,4,4,0,128,22,6,3,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,5,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
92,4,1,89,192,4,0,0,210,0,0,160,0,6,1,0,186,203,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,2,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,4,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
93,4,1,89,192,4,0,0,210,0,0,161,0,6,1,0,130,92,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,2,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,3,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
94,4,1,89,192,4,0,0,210,0,0,162,0,6,1,0,69,229,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,40,210,124,209,124,209,186,208,216,208,232,209,117,253,4,211,152,253,89,192,14,254,240,44,0,4,4,0,128,22,6,2,0,0,4,255,0,0,15,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,2,0,0,255,0,0,0,13,11,0,0,0,0,0,185,210,0,2,0,191,128,255,255,0,88,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,102,183
