frame,action,room,x,y,lives,level,items,orb_count_or_score_lo,dx,dy,r0,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,r19,r20,r21,r22,r23,r24,r25,r26,r27,r28,r29,r30,r31,r32,r33,r34,r35,r36,r37,r38,r39,r40,r41,r42,r43,r44,r45,r46,r47,r48,r49,r50,r51,r52,r53,r54,r55,r56,r57,r58,r59,r60,r61,r62,r63,r64,r65,r66,r67,r68,r69,r70,r71,r72,r73,r74,r75,r76,r77,r78,r79,r80,r81,r82,r83,r84,r85,r86,r87,r88,r89,r90,r91,r92,r93,r94,r95,r96,r97,r98,r99,r100,r101,r102,r103,r104,r105,r106,r107,r108,r109,r110,r111,r112,r113,r114,r115,r116,r117,r118,r119,r120,r121,r122,r123,r124,r125,r126,r127
145,11,1,77,228,4,0,0,210,0,0,213,0,4,1,0,27,143,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,82,208,102,208,100,209,107,209,2,211,152,253,77,228,14,254,240,50,0,4,4,0,24,10,1,0,255,0,4,255,0,8,4,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,127,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
146,13,1,77,227,4,0,0,210,0,-1,214,0,4,1,0,225,145,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,82,208,102,208,100,209,107,209,2,211,152,253,77,227,14,254,240,50,0,4,4,0,40,10,1,0,255,0,4,255,0,8,4,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,223,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
147,5,1,77,226,4,0,0,210,0,-1,215,0,4,1,0,103,178,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,80,210,124,209,124,209,82,208,102,208,100,209,107,209,2,211,152,253,77,226,14,254,240,50,0,4,4,0,40,10,1,0,255,0,4,255,0,8,4,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,223,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
148,1,1,77,226,4,0,0,210,0,0,216,0,4,1,0,245,214,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,226,14,254,240,49,0,4,4,0,40,0,1,0,255,0,4,255,0,8,5,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,255,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
149,16,1,77,226,4,0,0,210,0,0,217,0,4,1,0,91,123,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,226,14,254,240,49,0,4,4,0,40,0,1,0,255,0,4,255,0,8,5,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,95,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
150,14,1,77,226,4,0,0,210,0,0,218,0,4,1,0,34,141,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,226,14,254,240,49,0,4,4,0,40,0,1,0,255,0,4,255,0,8,5,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,111,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
151,1,1,77,226,4,0,0,210,0,0,219,0,4,1,0,42,151,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,226,14,254,240,49,0,4,4,0,40,0,1,0,255,0,4,255,0,8,5,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,255,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
152,3,1,77,226,4,0,0,210,0,0,220,0,4,1,0,50,185,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,226,14,254,240,48,0,4,4,0,40,0,1,0,255,0,4,255,0,8,5,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,127,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
153,12,1,77,226,4,0,0,210,0,0,221,0,4,1,0,26,203,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,226,14,254,240,48,0,4,4,0,40,0,1,0,255,0,4,255,0,8,5,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,191,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
154,6,1,77,226,4,0,0,210,0,0,222,0,4,1,0,226,93,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,226,14,254,240,48,0,4,4,0,40,0,1,0,255,0,4,255,0,8,5,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,111,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
155,8,1,77,226,4,0,0,210,0,0,223,0,4,1,0,101,230,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,92,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,226,14,254,240,48,0,4,4,0,40,0,1,0,255,0,4,255,0,8,5,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,95,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
156,11,1,77,226,4,0,0,210,0,0,224,0,4,1,0,235,42,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,100,209,107,209,4,211,152,253,77,226,14,254,240,47,0,4,4,0,40,0,1,0,255,0,4,255,0,8,6,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,127,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
157,15,1,77,226,4,0,0,210,0,0,225,0,4,1,0,114,127,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,100,209,107,209,4,211,152,253,77,226,14,254,240,47,0,4,4,0,40,0,1,0,255,0,4,255,0,8,6,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,175,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
158,5,1,77,225,4,0,0,210,0,-1,226,0,4,1,0,213,129,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,100,209,107,209,4,211,152,253,77,225,14,254,240,47,0,4,4,0,40,10,1,0,255,0,4,255,0,8,6,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,223,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
159,6,1,77,225,4,0,0,210,0,0,227,0,4,1,0,187,130,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,100,209,107,209,4,211,152,253,77,225,14,254,240,47,0,4,4,0,40,10,1,0,255,0,4,255,0,8,6,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,111,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
160,1,1,77,225,4,0,0,210,0,0,228,0,4,1,0,129,135,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,82,208,102,208,100,209,107,209,4,211,152,253,77,225,14,254,240,46,0,4,4,0,40,0,1,0,255,0,4,255,0,8,6,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,255,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
161,5,1,77,224,4,0,0,210,0,-1,229,0,4,1,0,71,136,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,100,209,107,209,4,211,152,253,77,224,14,254,240,46,0,4,4,0,40,10,1,0,255,0,4,255,0,8,6,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,223,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
162,5,1,77,223,4,0,0,210,0,-1,230,0,4,1,0,21,152,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,82,208,102,208,100,209,107,209,4,211,152,253,77,223,14,254,240,46,0,4,4,0,40,10,1,0,255,0,4,255,0,8,6,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,223,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
163,10,1,77,224,4,0,0,210,0,1,231,0,4,1,0,251,168,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,82,208,102,208,100,209,107,209,4,211,152,253,77,224,14,254,240,46,0,4,4,0,24,10,1,0,255,0,4,255,0,8,6,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,239,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
164,16,1,77,224,4,0,0,210,0,0,232,0,4,1,0,65,249,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,3,211,93,253,77,224,14,254,240,45,0,4,4,0,24,10,1,0,255,0,4,255,0,8,7,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,95,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
165,8,1,77,224,4,0,0,210,0,0,233,0,4,1,0,7,11,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,3,211,93,253,77,224,14,254,240,45,0,4,4,0,24,10,1,0,255,0,4,255,0,8,7,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,95,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
166,3,1,77,224,4,0,0,210,0,0,234,0,4,1,0,214,29,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,3,211,93,253,77,224,14,254,240,45,0,4,4,0,24,10,1,0,255,0,4,255,0,8,7,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,127,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
167,14,1,77,224,4,0,0,210,0,0,235,0,4,1,0,185,38,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,3,211,93,253,77,224,14,254,240,45,0,4,4,0,24,10,1,0,255,0,4,255,0,8,7,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,111,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
168,5,1,77,223,4,0,0,210,0,-1,236,0,4,1,0,140,107,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,82,208,102,208,101,209,108,209,3,211,93,253,77,223,14,254,240,44,0,4,4,0,40,10,1,0,255,0,4,255,0,8,7,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,223,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
169,0,1,77,223,4,0,0,210,0,0,237,0,4,1,0,87,188,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,82,208,102,208,101,209,108,209,3,211,93,253,77,223,14,254,240,44,0,4,4,0,40,0,1,0,255,0,4,255,0,8,7,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,255,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
170,15,1,77,223,4,0,0,210,0,0,238,0,4,1,0,37,196,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,3,211,93,253,77,223,14,254,240,44,0,4,4,0,40,0,1,0,255,0,4,255,0,8,7,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,175,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
171,13,1,77,222,4,0,0,210,0,-1,239,0,4,1,0,43,76,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,3,211,93,253,77,222,14,254,240,44,0,4,4,0,40,10,1,0,255,0,4,255,0,8,7,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,223,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
172,16,1,77,222,4,0,0,210,0,0,240,0,4,1,0,50,212,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,129,210,124,209,124,209,62,208,102,208,100,209,107,209,2,211,152,253,77,222,14,254,240,43,0,4,4,0,40,10,1,0,255,0,4,255,0,0,8,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,95,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
173,9,1,77,222,4,0,0,210,0,0,241,0,4,1,0,26,124,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,129,210,124,209,124,209,62,208,102,208,100,209,107,209,2,211,152,253,77,222,14,254,240,43,0,4,4,0,40,10,1,0,255,0,4,255,0,0,8,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,159,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
174,11,1,77,222,4,0,0,210,0,0,242,0,4,1,0,237,132,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,129,210,124,209,124,209,62,208,102,208,100,209,107,209,2,211,152,253,77,222,14,254,240,43,0,4,4,0,40,10,1,0,255,0,4,255,0,0,8,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,127,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
175,12,1,77,222,4,0,0,210,0,0,243,0,4,1,0,115,141,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,129,210,124,209,124,209,62,208,102,208,100,209,107,209,2,211,152,253,77,222,14,254,240,43,0,4,4,0,40,10,1,0,255,0,4,255,0,0,8,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,191,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
176,8,1,77,222,4,0,0,210,0,0,244,0,4,1,0,217,151,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,129,210,124,209,124,209,82,208,102,208,100,209,107,209,2,211,152,253,77,222,14,254,240,42,0,4,4,0,40,10,1,0,255,0,4,255,0,0,8,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,95,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
177,4,1,77,222,4,0,0,210,0,0,245,0,4,1,0,175,184,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,129,210,124,209,124,209,82,208,102,208,100,209,107,209,2,211,152,253,77,222,14,254,240,42,0,4,4,0,40,10,1,0,255,0,4,255,0,0,8,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,191,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
178,17,1,77,222,4,0,0,210,0,0,246,0,4,1,0,141,201,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,129,210,124,209,124,209,82,208,102,208,100,209,107,209,2,211,152,253,77,222,14,254,240,42,0,4,4,0,40,10,1,0,255,0,4,255,0,0,8,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,159,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
179,0,1,77,222,4,0,0,210,0,0,247,0,4,1,0,83,90,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,129,210,124,209,124,209,82,208,102,208,100,209,107,209,2,211,152,253,77,222,14,254,240,42,0,4,4,0,40,0,1,0,255,0,4,255,0,0,8,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,255,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
180,14,1,77,222,4,0,0,210,0,0,248,0,4,1,0,58,238,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,222,14,254,240,41,0,4,4,0,40,0,1,0,255,0,4,255,0,0,9,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,111,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
181,2,1,77,223,4,0,0,210,0,1,249,0,4,1,0,2,50,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,223,14,254,240,41,0,4,4,0,24,10,1,0,255,0,4,255,0,0,9,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,239,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
182,10,1,77,224,4,0,0,210,0,1,250,0,4,1,0,197,86,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,224,14,254,240,41,0,4,4,0,24,10,1,0,255,0,4,255,0,0,9,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,239,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
183,1,1,77,224,4,0,0,210,0,0,251,0,4,1,0,136,251,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,224,14,254,240,41,0,4,4,0,24,0,1,0,255,0,4,255,0,0,9,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,255,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
184,17,1,77,224,4,0,0,210,0,0,252,0,4,1,0,92,12,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,224,14,254,240,40,0,4,4,0,24,0,1,0,255,0,4,255,0,0,9,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,159,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
185,8,1,77,224,4,0,0,210,0,0,253,0,4,1,0,39,20,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,224,14,254,240,40,0,4,4,0,24,0,1,0,255,0,4,255,0,0,9,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,95,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
186,4,1,77,224,4,0,0,210,0,0,254,0,4,1,0,54,60,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,224,14,254,240,40,0,4,4,0,24,0,1,0,255,0,4,255,0,0,9,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,191,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
187,7,1,77,224,4,0,0,210,0,0,255,0,4,1,0,25,68,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,116,210,124,209,124,209,62,208,102,208,101,209,108,209,1,211,93,253,77,224,14,254,240,40,0,4,4,0,24,0,1,0,255,0,4,255,0,0,9,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,0,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,175,64,255,255,0,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
188,15,1,77,224,4,0,0,210,0,0,0,1,4,1,0,236,204,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,232,209,117,253,4,211,152,253,77,224,14,254,240,39,0,4,4,0,24,0,1,0,255,0,4,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,36,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,175,64,255,255,1,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
189,11,1,77,224,4,0,0,210,0,0,1,0,4,1,0,112,85,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,232,209,117,253,4,211,152,253,77,224,14,254,240,39,0,4,4,0,24,0,1,0,255,0,4,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,35,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,127,64,255,255,1,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
190,9,1,77,224,4,0,0,210,0,0,2,0,4,1,0,211,255,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,232,209,117,253,4,211,152,253,77,224,14,254,240,39,0,4,4,0,24,0,1,0,255,0,4,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,34,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,159,64,255,255,1,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
191,11,1,77,224,4,0,0,210,0,0,3,0,4,1,0,185,0,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,232,209,117,253,4,211,152,253,77,224,14,254,240,39,0,4,4,0,24,0,1,0,255,0,4,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,33,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,127,64,255,255,1,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
192,4,1,77,224,4,0,0,210,0,0,4,0,4,1,0,140,1,117,253,117,253,117,253,117,253,117,253,117,253,0,0,0,46,253,104,210,124,209,124,209,62,208,102,208,232,209,117,253,4,211,152,253,77,224,14,254,240,38,0,4,4,0,24,0,1,0,255,0,4,255,0,0,10,0,0,0,15,31,51,31,17,21,25,1,17,12,33,145,23,3,0,182,146,32,0,0,255,0,0,1,18,0,0,2,1,9,2,185,210,0,2,0,191,64,255,255,1,57,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,218,139,219
